Ticker,Price,Price_Date,Currency,FX_Rate,Revenue,Net_Income,EPS_Raw,EPS_Local,EBITDA,Total_Assets,Total_Equity,Total_Debt,Cash,Operating_Income,Pretax_Income,Tax_Expense,Avg_Shares,Gross_Margin,Oper_Margin,Profit_Margin,EBITDA_Margin,Fiscal_Year,Period_End,Income_Currency,FX_Applied,Calc_roe,Calc_roa,Calc_roic,Calc_pe_ttm,Calc_pe_forward_est,Calc_pb,Calc_ev_ebitda,Calc_ev_sales,Calc_debt_equity,Calc_current_ratio,Calc_working_capital,Anomalies
BSX,49.37,2026-08-20,USD,1.0,20996000000.0,3675000000.0,2.4833178477911986,2.4833178477911986,5565000000.0,43673000000.0,24472000000.0,11436000000.0,1965000000.0,4409000000.0,3861000000.0,192000000.0,1479875000.0,69.92284244618023,20.999237950085732,17.50333396837493,26.505048580682033,2026,2026-06-30,USD,False,0.1501716247139588,0.0841481006571566,0.12343484750166542,19.88066088435374,10.086673678926536,2.99,14.83,3.93,0.46730957829356,1.6168413311270453,3355000000.0,
CMG,35.29,2026-08-20,USD,1.0,12423759000.0,1419406000.0,1.0865321941404518,1.0865321941404518,2198420000.0,8994531000.0,2830607000.0,5075814000.0,1044607000.0,1918336000.0,1869681000.0,450275000.0,1306363500.0,24.130224998730256,15.440866166190121,11.424931858385213,17.695288519360364,2026,2026-06-30,USD,False,0.5014493357785097,0.15780767223994224,0.2122388370644196,32.479479384334006,33.51413280317147,16.29,22.8,4.04,1.79318923467652,1.2346613451927464,278811000.0,
CNC,64.14,2026-08-20,USD,1.0,202938000000.0,-5100000000.0,-10.362894336068663,-10.362894336068663,-4394000000.0,76747000000.0,20056000000.0,18162000000.0,20320000000.0,1616000000.0,-4632000000.0,474000000.0,492140500.0,7.823571731267678,0.796302318934847,-2.5130828134701235,-2.1651933102721026,2026,2026-06-30,USD,False,-0.25428799361786997,-0.06645210887721996,0.09952887896120619,,,1.57,,0.14,0.9055644196250499,1.1001199040767387,3674000000.0,eps_negative (loss)
CRCL,83.66,2026-08-20,USD,1.0,2905439000.0,451275000.0,1.882681540939015,1.882681540939015,320769000.0,78713207000.0,3330773000.0,36821000.0,1526588000.0,215442000.0,402264000.0,-48987000.0,239698000.0,21.997846108625925,7.415127283691037,15.53207621980706,11.040293738743095,2026,2026-06-30,USD,False,0.13548656723229113,0.005733154793197538,0.13127504557049363,44.43661776078887,6.853981668187185,6.02,57.87,6.39,0.011054791185109282,1.0328305415242154,2473072000.0,
CRM,205.43,2026-08-20,USD,1.0,42829000000.0,8023000000.0,8.657135149716751,8.657135149716751,12509000000.0,112305000000.0,59142000000.0,17176000000.0,9565000000.0,9366000000.0,10267000000.0,2244000000.0,926750000.0,71.64304559994396,21.868360223213244,18.73263442994233,29.206845828760887,2027,2026-04-30,USD,False,0.13565655540901558,0.07143938382084503,0.10964191067707088,23.729559080144586,17.65720240042935,3.22,15.83,4.62,0.29041966791789253,0.760331914435045,-8896000000.0,
CVS,93.65,2026-08-20,USD,1.0,415086000000.0,4890000000.0,3.842074248674131,3.842074248674131,12810000000.0,253538000000.0,75382000000.0,79950000000.0,10598000000.0,14013000000.0,5787000000.0,902000000.0,1272750000.0,14.152729795753169,3.3759269163498646,1.178069123025108,3.0861074572498226,2026,2026-06-30,USD,False,0.06486959751664853,0.01928704967302732,0.08172814520834606,24.374854294478528,23.25027719217785,1.58,14.72,0.45,1.0605980207476586,0.8423984124836513,-13978000000.0,
DE,620.94,2026-08-20,USD,1.0,46313000000.0,4783000000.0,17.691880895135935,17.691880895135935,10379000000.0,105996000000.0,26007000000.0,64250000000.0,9687000000.0,8070000000.0,6154000000.0,1407000000.0,270350000.0,34.63822252931143,17.42491309135664,10.327553818582254,22.410554272018658,2026,2026-04-30,USD,False,0.1839120236859307,0.045124344314879807,0.07726128213308257,35.097455362743055,51.03297541334108,6.45,21.43,4.8,2.470488714576845,2.307872438761362,42447000000.0,
DECK,88.86,2026-08-20,USD,1.0,5527289000.0,1014840000.0,7.110980313843372,7.110980313843372,1326979000.0,3687765000.0,2499638000.0,375194000.0,1907249000.0,1252917000.0,1312340000.0,297500000.0,142714500.0,57.80379857105355,22.667839514090904,18.36053805038962,24.007773069220733,2027,2026-06-30,USD,False,0.405994788045309,0.2751910710145576,1.0013485721584248,12.4961673465768,11.169781117523655,5.07,8.4,2.02,0.15009933438361875,3.5449722289242036,2046346000.0,roic=1.00 high (cash_heavy?)
DG,120.58,2026-08-20,USD,1.0,43075355000.0,1564510000.0,7.105587353997463,7.105587353997463,3330428000.0,30963730000.0,8511962000.0,15718656000.0,1138501000.0,2266071000.0,2044361000.0,479851000.0,220180250.0,30.82707733923493,5.260713463649922,3.632030426679014,7.731632159502806,2027,2026-04-30,USD,False,0.1838013374589783,0.05052718131827141,0.07509837154120458,16.969744229822755,12.22209599290741,3.12,12.35,0.95,1.8466548605362665,1.1345567928218603,936668000.0,
DIS,107.32,2026-08-20,USD,1.0,98861000000.0,8600000000.0,4.853957951178214,4.853957951178214,19035000000.0,197514000000.0,114612000000.0,44877000000.0,5695000000.0,15027000000.0,12750000000.0,3514000000.0,1771750000.0,37.595209435470004,15.200129474717027,8.699082550247317,19.254306551622985,2026,2026-06-30,USD,False,0.07503577286846054,0.04354121733142967,0.07077936032079582,22.109791860465116,12.40957464029879,1.66,12.05,2.32,0.39155585802533766,0.7103506820443768,-9895000000.0,
DVA,175.24,2026-08-20,USD,1.0,14009646000.0,847476000.0,12.376519726321478,12.376519726321478,2837560000.0,17480103000.0,1158438000.0,12874331000.0,700741000.0,2091175000.0,1467806000.0,303268000.0,68474500.0,32.35707740224129,14.926679803329792,6.049232079097502,20.254330480584592,2026,2026-06-30,USD,False,0.7315678525738969,0.04848232301606003,0.12444549143775718,14.159069259778448,12.60369058456356,10.36,8.52,1.73,11.113526144687933,1.2916854732282628,916369000.0,
EC,17.65,2026-08-20,COP,0.0003,29238250000.0,2561750000.0,1.2493558152099498,4997.423260839799,9770000000.0,70555000000.0,26684750000.0,27300000000.0,2626500000.0,6941500000.0,4692000000.0,1183750000.0,2050456698.0,32.572913905586006,23.74116097919677,8.761639290997238,33.415132574623996,2026,2026-03-31,COP,False,0.09600052464422563,0.03630855361065835,0.10105915007649262,14.127280463359416,19.082237620118832,1.36,6.23,2.08,1.0230562399872587,1.5485020571362347,4732750000.0,currency=COP verify_fx_handling
EPAM,106.76,2026-08-20,USD,1.0,5616749000.0,401670000.0,7.421531809930297,7.421531809930297,730333000.0,4902136000.0,3677808000.0,143704000.0,1296077000.0,563187000.0,548638000.0,146968000.0,54122250.0,29.411729098095712,10.026921267088843,7.151289829757392,13.002770819917359,2026,2026-06-30,USD,False,0.10921451038227117,0.0819377512170205,0.16326757343121834,14.385170438419598,15.378827204020714,1.57,6.33,0.82,0.039073274080648035,2.593693382002207,1556946000.0,
ETSY,81.21,2026-08-20,USD,1.0,2859252000.0,209268000.0,2.156623898593291,2.156623898593291,557824000.0,2827254000.0,-1098095000.0,3075720000.0,1619924000.0,457222000.0,493069000.0,87830000.0,97035000.0,72.29562137230296,15.990965469290568,7.3189771310818355,19.509438132770388,2026,2026-06-30,USD,False,-0.19057367531953065,0.07401811085951245,1.0505349395523027,37.6560790469637,46.07014514698699,,16.74,3.27,-2.8009598440936347,1.438072511456646,597364000.0,roic=1.05 high (cash_heavy?)
GPN,92.28,2026-08-20,USD,1.0,10230917000.0,-934174000.0,-3.704207360336403,-3.704207360336403,3656805000.0,53338484000.0,23779481000.0,21865376000.0,8336402000.0,990299000.0,559448000.0,71528000.0,252192685.0,63.90136876293689,9.679474479169365,-9.130892177113742,35.7426905134701,2026,2026-06-30,USD,False,-0.03928487757996064,-0.017514071078585585,0.023149838768082236,,,0.98,10.06,3.6,0.9195060228606335,1.6900810852419603,5145827000.0,eps_negative (loss)
HIMS,31.86,2026-08-20,USD,1.0,2369731000.0,-13235000.0,-0.05842402245626957,-0.05842402245626957,37572000.0,2154705000.0,540928000.0,1120590000.0,577492000.0,-30607000.0,-38122000.0,-24887000.0,226533529.0,71.71598801720533,-1.2915811963467583,-0.5585022097444815,1.5854964128839941,2026,2026-03-31,USD,False,-0.024467211902508283,-0.006142372157673557,-0.009802330322009733,,,13.34,206.55,3.27,2.0716065724088972,1.8980691391114923,363207000.0,eps_negative (loss)
HSY,188.31,2026-08-20,USD,1.0,12163912000.0,1489107000.0,7.344674260714735,7.344674260714735,2692231000.0,13741297000.0,4636750000.0,5738575000.0,925859000.0,2172908000.0,1922417000.0,433310000.0,202746500.0,38.37737398955205,17.863562314492246,12.242007341059356,22.132937166924588,2026,2026-06-30,USD,False,0.32115317841160296,0.10836728148732976,0.17811987390310038,25.63898592579311,38.20381391981011,8.23,15.97,3.53,1.2376287270178465,1.191574675885223,577003000.0,
LW,53.47,2026-08-20,USD,1.0,6612300000.0,290000000.0,2.087832973362131,2.087832973362131,987800000.0,7380100000.0,1824900000.0,3942900000.0,68200000.0,695100000.0,410600000.0,128100000.0,138900000.0,20.563192837590552,10.512227212921374,4.385765921086461,14.938826127066223,2026,2026-05-31,USD,False,0.15891281714066524,0.03929486050324521,0.0839078161269006,25.61028620689655,30.812755200981346,4.07,11.44,1.71,2.1606115403583757,1.4231013776050865,598900000.0,
MA,573.85,2026-08-20,USD,1.0,35083000000.0,16257000000.0,18.19983207388749,18.19983207388749,21660000000.0,54157000000.0,7746000000.0,19000000000.0,10898000000.0,20992000000.0,20173000000.0,3916000000.0,893250000.0,78.06629991733888,59.83524784083459,46.33868255280335,61.73930393637944,2026,2026-06-30,USD,False,2.0987606506584044,0.3001828018538693,1.0674542541693803,31.530510703081752,24.112119998037244,66.17,24.04,14.84,2.452878905241415,1.0349705649767156,796000000.0,"roe=2.10 out_of_range (buyback_distortion?),roic=1.07 high (cash_heavy?)"
MMM,178.09,2026-08-20,USD,1.0,25180000000.0,2997000000.0,5.662195352352163,5.662195352352163,6013000000.0,37733000000.0,4747000000.0,12602000000.0,5933000000.0,5126000000.0,3903000000.0,897000000.0,529300000.0,39.4042891183479,20.35742652899126,11.902303415409055,23.880063542494042,2026,2026-06-30,USD,False,0.6313461133347378,0.07942649670050089,0.3458239497728824,31.452464798131466,42.08470518112979,19.86,16.79,4.01,2.654729302717506,1.7078686816050026,6792000000.0,
MNSO,11.13,2026-08-20,HKD,0.128,3225974109.0,292097875.0,0.9877628732555376,7.716897447308887,586756843.0,4078845741.0,1526960353.0,1542878431.0,1001950126.0,450036840.0,395658742.0,103287829.0,295716596.0,44.7158100743106,13.950416991354086,9.054563509459026,18.188516807805684,2026,2026-03-31,HKD,True,0.19129368610874217,0.07161287605445614,0.16081787298930872,11.267886555927104,13.527003751513895,2.16,6.53,1.19,1.010424682797925,1.6625054143017821,799623521.2584729,currency=HKD verify_fx_handling
MP,55.04,2026-08-20,USD,1.0,305377000.0,-60618000.0,-0.3419288891558702,-0.3419288891558702,-12243000.0,3864160000.0,1978757000.0,1007170000.0,1830286000.0,-103999000.0,-90852000.0,-30234000.0,177282476.0,-16.146926585826698,-34.055937415064,-19.85021792734882,-4.00914279726371,2026,2026-06-30,USD,False,-0.030634383100097688,-0.015687238623659477,-0.06004451387627645,,,4.93,,29.26,0.5089912505679071,7.242294740995622,1866752000.0,eps_negative (loss)
NKE,40.21,2026-08-20,USD,1.0,46398000000.0,3108000000.0,2.1002838221381266,2.1002838221381266,4594000000.0,38410000000.0,14865000000.0,11033000000.0,9027000000.0,3797000000.0,3900000000.0,792000000.0,1479800000.0,42.913487650329756,8.18354239406871,6.698564593301436,9.90128884865727,2026,2026-05-31,USD,False,0.20908173562058527,0.08091642801353814,0.17935610948236164,19.145031531531533,19.760679222036373,4.0,13.39,1.33,0.7422132526067945,1.9608671395552721,12056000000.0,
NOW,129.75,2026-08-20,USD,1.0,14732000000.0,1670000000.0,1.6115802171290712,1.6115802171290712,2751000000.0,26038000000.0,12964000000.0,2403000000.0,6284000000.0,1680000000.0,2346000000.0,676000000.0,1036250000.0,74.76920988324736,11.403746945424926,11.335867499321207,18.673635623133315,2026,2026-06-30,USD,False,0.12881826596729404,0.06413703049389353,0.13166442016830857,80.51104041916167,69.11640662110209,10.37,47.46,8.86,0.1853594569577291,1.0026812218711099,28000000.0,
NU,14.21,2026-08-20,USD,1.0,11914789000.0,3183745000.0,0.6572464588175077,0.6572464588175077,,74893877000.0,11321562000.0,1897823000.0,32789707000.0,,4027652000.0,841757000.0,4844065658.0,,,26.72095158378382,,2026,2026-03-31,USD,False,0.28121075519438044,0.04251008396854659,-0.0,21.620504468850363,13.537703364120036,6.08,,3.18,0.16762907803711183,,0.0,
NVO,46.14,2026-08-20,DKK,0.145,47767495000.0,16884235000.0,3.792588036308123,26.15577956074568,24542120000.0,78720790000.0,28136815000.0,18988910000.0,3909490000.0,20604065000.0,21568605000.0,4684370000.0,4451903249.0,80.6484514207831,43.13407056409385,35.34670386211376,51.37828558939505,2026,2026-06-30,DKK,False,0.6000762701819662,0.21448254012694737,0.37322034845318414,12.165834928096954,10.506980083270525,7.3,8.98,4.62,0.6748777358062739,0.7996485224495853,-6265159999.999996,currency=DKK verify_fx_handling
OKLO,41.66,2026-08-20,USD,1.0,1210000.0,-152769000.0,-0.9416117484221311,-0.9416117484221311,-217071000.0,1528457000.0,1476210000.0,1450000.0,1227971000.0,-217844000.0,-153316000.0,-547000.0,162242028.0,,-18003.636363636364,-12625.537190082645,-17939.752066115703,2026,2026-06-30,USD,False,-0.10348730871623955,-0.09994981867334181,-0.869348579027285,,,4.58,,4572.3,0.0009822450735328984,49.078877319345494,1228223000.0,eps_negative (loss)
ONON,29.9,2026-08-20,USD,1.0,3924598828.0,314471556.0,0.49515518551240423,0.49515518551240423,694503769.0,3578333628.0,2060122668.0,658143820.0,1360710770.0,525015616.0,323187377.0,8715821.0,635096966.0,63.88381356622045,13.377561345153829,8.01283315894116,17.696172258695096,2026,2026-03-31,USD,True,0.15264700548504884,0.08788212307039349,0.3763063422091893,60.3851093047898,51.38431066552335,9.22,26.33,4.66,0.3194682675814751,2.7090005521811156,1562381685.5549107,
ORCL,142.07,2026-08-20,USD,1.0,67358000000.0,17087000000.0,5.9374235273553575,5.9374235273553575,29899000000.0,261759000000.0,43056000000.0,156189000000.0,31894000000.0,22442000000.0,19554000000.0,2467000000.0,2860500000.0,65.82291635737403,33.31749755040232,25.367439650820987,44.388194423824935,2026,2026-05-31,USD,False,0.39685525826830176,0.06527760268032809,0.11718268771242095,23.927887129062647,17.979719381850522,9.44,17.75,7.88,3.627578037904125,1.1150033521693323,4803000000.0,
OSCR,31.57,2026-08-20,USD,1.0,15318633000.0,550743000.0,1.9274877419670948,1.9274877419670948,,6325411000.0,980735000.0,430095000.0,3990612000.0,,589812000.0,38879000.0,285731000.0,,,3.595249001657002,,2026,2026-06-30,USD,False,0.5615614819497622,0.08706833437384542,-0.0,16.378833085486335,0.8128871938306858,9.2,,0.36,0.43854354132359913,,0.0,
OXY,61.52,2026-08-20,USD,1.0,21671000000.0,7254000000.0,6.639234594703759,6.639234594703759,13473000000.0,84186000000.0,36598000000.0,23351000000.0,1968000000.0,5883000000.0,5287000000.0,1433000000.0,990325000.0,44.00350699090951,27.14687831664436,33.473305338932214,62.17064279451802,2026,2026-06-30,USD,False,0.1982075523252637,0.08616634594825744,0.07396317520149787,9.26612836501901,3.6383953802538036,1.66,6.11,3.8,0.6380403300726816,0.9362537123462028,-601000000.0,
PAGS,8.44,2026-08-20,USD,1.0,3843678579.0,400134230.0,1.3840690856204136,1.3840690856204136,1886854182.0,13585817601.0,2672917656.0,7870830564.0,819195910.0,1544574536.0,483944762.0,83810532.0,289099897.0,53.05887234043607,40.18479964799431,10.410189653148795,49.08980143440554,2026,2026-03-31,USD,True,0.14969942261475636,0.029452348140013056,0.13132553097948504,6.097961501839874,4.770063047846802,0.91,5.03,2.47,2.944658825361674,1.3589138885477638,3131276428.701845,
PATH,15.92,2026-08-20,USD,1.0,1672330000.0,327410000.0,0.6154410071570557,0.6154410071570557,122384000.0,3179200000.0,2082587000.0,81246000.0,1472486000.0,101159000.0,161324000.0,-166086000.0,531992500.0,83.01441701099664,6.048985547110917,19.578073705548547,7.318172848660252,2027,2026-04-30,USD,False,0.15721312002811888,0.10298502767991947,0.29696235796992004,25.867629577593846,,4.07,57.84,4.23,0.03901205567882638,2.478338853773319,1338522000.0,
PFE,27.79,2026-08-20,USD,1.0,63695000000.0,4332000000.0,0.7613022274943984,0.7613022274943984,11391000000.0,208160000000.0,86775000000.0,63961000000.0,13596000000.0,17019000000.0,4209000000.0,-164000000.0,5690250000.0,73.17842844807285,26.71952272548866,6.801161786639454,17.883664337860115,2026,2026-06-30,USD,False,0.04992221261884183,0.020810914681014606,0.1289348872304405,36.50324272853185,67.98619365660602,1.82,18.3,3.27,0.7370901757418611,1.1599069868051048,5914000000.0,
SAP,217.09,2026-08-20,EUR,1.1,42012300000.0,8575600000.0,7.345678937461111,6.677889943146464,12623600000.0,77398200000.0,49581400000.0,8223600000.0,10749200000.0,11237600000.0,12157200000.0,3427600000.0,1167434634.0,72.75678789306941,26.748357028774905,20.412117403712724,30.047390883146125,2026,2026-06-30,EUR,False,0.17296002129830945,0.11079844234103636,0.17148304673978845,29.553428872707155,11.776882393173155,5.11,19.88,5.97,0.1658605848160802,1.1630684428112081,3124000000.0,currency=EUR verify_fx_handling
SE,117.24,2026-08-20,USD,1.0,25194858000.0,1605996000.0,2.6754749463081255,2.6754749463081255,2121889000.0,29370979000.0,12648328000.0,3375847000.0,10572181000.0,2121889000.0,2390022000.0,728765000.0,600265759.0,44.26746917962387,8.421912915722723,6.374300660872945,8.421912915722723,2026,2026-03-31,USD,False,0.12697298805027826,0.05467968909037727,0.27052176824503354,43.82025709557807,12.656932432760094,5.56,29.77,2.51,0.2669006527977453,1.5836937308207117,8568945000.0,
SHAK,73.85,2026-08-20,USD,1.0,1552297000.0,39722000.0,0.9859572698897308,0.9859572698897308,170818000.0,1896209000.0,553749000.0,902126000.0,360123000.0,82342000.0,65039000.0,21741000.0,40287750.0,47.802192492802604,5.304526131275137,2.558917526736185,11.004208601833284,2026,2026-06-30,USD,False,0.07173286091713033,0.020948112787145298,0.05002684566424321,74.90182612909722,19.468035111013318,5.37,20.59,2.27,1.629124386680608,1.7571064601213466,185429000.0,
SMR,9.07,2026-08-20,USD,1.0,10690000.0,-415702000.0,-1.4454144053529463,-1.4454144053529463,-731483000.0,1412512000.0,1113551000.0,,1254217000.0,-732689000.0,-693206000.0,,287600565.0,23.545369504209543,-6853.9663236669785,-3888.6997193638913,-6842.68475210477,2026,2026-06-30,USD,False,-0.3733120440823995,-0.29429980063886185,5.208714259309286,,,2.34,,126.69,0.0,4.298416515794309,976516000.0,"roic=5.21 high (cash_heavy?),eps_negative (loss)"
SQM,78.45,2026-08-20,CLP,0.0011,5434371047.0,836034162.0,3.2549648406912803,2959.058946082982,1571909995.0,14426285097.0,8010194760.0,4702567173.0,2705918059.0,1594776752.0,1469975123.0,543327534.0,256848907.0,34.41180227252416,29.346114546713366,15.384193589374268,28.92533435374236,2026,2026-03-31,CLP,True,0.10437126527848259,0.05795214475805518,0.10046328782693155,24.101642825530185,22.50466204668129,2.52,14.09,4.08,0.5870727633231143,3.267964921564238,3989898767.0080004,currency=CLP verify_fx_handling
TGT,158.25,2026-08-20,USD,1.0,106377000000.0,3450000000.0,7.602886893284117,7.602886893284117,7940000000.0,59490000000.0,16165000000.0,20290000000.0,5488000000.0,4780000000.0,4418000000.0,968000000.0,453775000.0,28.138601389398083,4.4934525320323,3.2431822668433967,7.4640194778946585,2027,2026-04-30,USD,False,0.21342406433652955,0.05799293998991427,0.12053749063881039,20.81446195652174,24.326566943959122,4.44,10.91,0.81,1.2551809464893289,0.9422986340084786,-1225000000.0,
TSM,416.0,2026-08-20,TWD,0.031,137655289417.0,68721064182.0,14.826434461604906,478.27207940660986,98581371502.0,245918117500.0,167282795200.0,33002063700.0,96970111100.0,77224651583.0,82706566901.0,13995652212.0,4635036452.0,64.23016484979391,56.10002485924307,49.92257433263089,71.6146629159791,2026,2026-06-30,TWD,False,0.41080772293312323,0.2794469349416681,0.6209825175971473,28.05799338184034,14.662675018655467,11.53,18.91,13.54,0.1972830718218415,2.5072882934602547,71136220800.0,currency=TWD verify_fx_handling
UBER,78.55,2026-08-20,USD,1.0,55227000000.0,9579000000.0,4.646442990002313,4.646442990002313,7474000000.0,61802000000.0,28083000000.0,12080000000.0,7633000000.0,6700000000.0,6684000000.0,-3052000000.0,2061577000.0,42.30539410071161,12.131747152660836,17.3447770112445,13.5332355550727,2026,2026-06-30,USD,False,0.34109603674821065,0.15499498398110093,0.3000094007041882,16.90540488046769,17.120015144457625,5.77,22.26,3.01,0.4301534736317345,1.1357954545454545,1673000000.0,
UNH,384.85,2026-08-20,USD,1.0,449713000000.0,12044000000.0,13.29290833792168,13.29290833792168,23164000000.0,309581000000.0,101698000000.0,78389000000.0,28121000000.0,18835000000.0,14554000000.0,1740000000.0,906047021.0,18.80132440022859,4.1882267134817095,2.6781525106012056,5.150840647257251,2026,2026-03-31,USD,False,0.11842907431807902,0.038904196316957435,0.10912431771374129,28.95152740217951,34.28811729253785,3.43,17.22,0.89,0.7708017856791677,0.7883756756051071,-24315000000.0,
VEEV,250.53,2026-08-20,USD,1.0,3319216000.0,941652000.0,5.748501678029037,5.748501678029037,995486000.0,8979343000.0,7214752000.0,95859000.0,6560814000.0,955749000.0,1243217000.0,301565000.0,163808250.0,75.02063740353144,28.794420128126642,28.369711401728605,29.991600426124727,2027,2026-04-30,USD,False,0.13051758397239435,0.10486869696368654,0.9654808116750059,43.581791227013795,33.445835046010856,5.69,34.73,10.42,0.013286527381675767,4.885373499745885,6360574000.0,
WSM,235.7,2026-08-20,USD,1.0,7882159000.0,1088536000.0,9.051088942612505,9.051088942612505,1647858000.0,5411912000.0,2082559000.0,1456905000.0,1019801000.0,1416697000.0,1450909000.0,362373000.0,120265750.0,46.061846760513205,17.97346386948043,13.810124865534936,20.906175579558848,2027,2026-04-30,USD,False,0.5226915539967896,0.2011370473134079,0.4218296839263893,26.041065499900785,25.64504459428322,13.61,17.47,3.65,0.6995744178196152,1.388437309697922,759057000.0,
ZTS,75.02,2026-08-20,USD,1.0,9517000000.0,2616000000.0,6.080892608089261,6.080892608089261,3952000000.0,15467000000.0,3331000000.0,9238000000.0,2310000000.0,3583000000.0,3272000000.0,656000000.0,430200000.0,71.53514763055584,37.64841861931281,27.48765367237575,41.52569086897132,2026,2026-06-30,USD,False,0.785349744821375,0.1691342858990108,0.279232666123442,12.337004587155961,11.104432973405803,9.69,9.92,4.12,2.773341338937256,3.0281879194630874,4533000000.0,
PUM.DE,25.06,2026-08-20,EUR,1.1,7422800000.0,-692890000.0,-4.702136361773093,-4.27466941979372,-502480000.0,7100060000.0,1936990000.0,2840530000.0,357390000.0,-397430000.0,-626670000.0,96140000.0,147356424.0,45.80171902786011,-5.354179016004742,-9.334617664493184,-6.769413159454653,2026,2026-06-30,EUR,False,-0.35771480492929747,-0.0975893161466241,-0.10370766399506008,,,1.91,,0.83,1.466466011698563,1.1793981481481481,630850000.0,"currency=EUR verify_fx_handling,eps_negative (loss)"
MARA,11.15,2026-08-20,USD,1.0,804219000.0,-3455546000.0,-9.139214796081498,-9.139214796081498,-2126180000.0,7286899000.0,3477090000.0,3645353000.0,547132000.0,-1014210000.0,-3636428000.0,-176060000.0,378100972.0,76.70883179830369,-126.11117121082691,-429.677239657357,-264.3782352816832,2026,2026-06-30,USD,False,-0.9938040142763057,-0.4742135166138573,-0.1467772962631333,,,1.21,,9.09,1.0483919024241535,1.272848862275449,142393000.0,"roe=-0.99 out_of_range (buyback_distortion?),eps_negative (loss)"
RIOT,20.98,2026-08-20,USD,1.0,653267000.0,-867291000.0,-2.4734449645308825,-2.4734449645308825,-521542000.0,3936767000.0,2858406000.0,866758000.0,233517000.0,-388871000.0,-867587000.0,-296000.0,350640913.0,32.34588613843957,-59.52711525302824,-132.76210186646503,-79.83596293705331,2026,2026-03-31,USD,False,-0.3034177090308375,-0.22030539272453767,-0.11133379934626533,,,2.57,,12.23,0.30323124146814695,0.955159384811878,-21065000.0,eps_negative (loss)
