ticker,date,fiscal_year,currency,total_assets,current_assets,cash_and_equiv,total_debt,lt_debt,st_debt,current_liabilities,total_liabilities,total_equity,inventory,net_fixed_assets,long_term_invest
EXPE,2025-12-31,2025,USD,24452000000,12199000000,5733000000,6415000000,4723000000,1692000000.0,16657000000,21905000000,2547000000,,2743000000,
EXPE,2024-12-31,2024,USD,22388000000,9815000000,4483000000,6531000000,5488000000,1043000000.0,13611000000,19589000000,2799000000,,2718000000,
EXPE,2023-12-31,2023,USD,21642000000,9230000000,4253000000,6567000000,6567000000,,11783000000,18856000000,2786000000,,2716000000,
EXPE,2022-12-31,2022,USD,21561000000,8791000000,4144000000,6552000000,6552000000,,10778000000,17833000000,3728000000,,2573000000,1184000000.0
EXPE,2021-12-31,2021,USD,21548000000,8181000000,4311000000,8810000000,8075000000,735000000.0,9450000000,17996000000,3552000000,,2587000000,1450000000.0
