ticker,date,fiscal_year,currency,total_assets,current_assets,cash_and_equiv,total_debt,lt_debt,st_debt,current_liabilities,total_liabilities,total_equity,inventory,net_fixed_assets,long_term_invest
LULU,2026-01-31,2026,USD,8456743000,4262701000,1807202000,1798441000,1499717000,298724000,1887548000,3494903000,4961840000,1700753000,3663901000,
LULU,2025-01-31,2025,USD,7603292000,3980302000,1984336000,1575791000,1300637000,275154000,1839630000,3279245000,4324047000,1442081000,3196873000,
LULU,2024-01-31,2024,USD,7091941000,4060577000,2243971000,1403282000,1154012000,249270000,1631261000,2859860000,4232081000,1323602000,2811421000,
LULU,2023-01-31,2023,USD,5607038000,3159453000,1154867000,1070334000,862362000,207972000,1492198000,2458239000,3148799000,1447367000,2239033000,
LULU,2022-01-31,2022,USD,4942478000,2614853000,1259871000,881052000,692056000,188996000,1405334000,2202432000,2740046000,966481000,1731253000,
