ticker,date,fiscal_year,currency,revenue,cogs,gross_profit,operating_income,net_income,eps,diluted_eps,ebit,ebitda,gross_margin,oper_margin,profit_margin,div_per_shr,shares_avg,shares_diluted
DVA,2025-12-31,2025,USD,13643069000,9243476000,4399593000,2010615000,746803000,10.061069422177914,9.841246623179812,2010615000,2725963000,32.24782488456226,14.737263294644334,5.473863688587956,,74227000,75885000
DVA,2024-12-31,2024,USD,12815550000,8598521000,4217029000,1954828000,936342000,11.016954736383852,10.728762288883287,1954828000,2678688000,32.90556394380265,15.253563054258304,7.306295867130166,,84991000,87274000
DVA,2023-12-31,2023,USD,12140147000,8319717000,3820430000,1601003000,691535000,7.61686309064875,7.4213367388551434,1601003000,2346446000,31.469388303123512,13.187673921905557,5.696265457082192,,90790000,93182000
DVA,2022-12-31,2022,USD,11609894000,8209553000,3400341000,1312542000,560400000,6.02632484514797,5.847611494876557,1312542000,2045144000,29.28830357968815,11.30537453658061,4.826917455060313,,92992000,95834000
DVA,2021-12-31,2021,USD,11618797000,7972414000,3646383000,1770433000,978450000,9.298203934239286,8.899206897806236,1770433000,2451048000,31.383481439601706,15.23766186809185,8.421267709557194,,105230000,109948000
