ticker,date,fiscal_year,currency,net_income,depr_amort,stock_based_comp,operating_cash_flow,capex,free_cash_flow,fcf_per_share,dividends_paid,investing_cf,financing_cf,stock_buyback,debt_change,net_change_cash
TEAM,2026-06-30,2026,USD,-53828000,140668000,1606561000,1353135000,-34060000,1319075000,5.070186767526512,,-806893000,-1800485000,-1800485000.0,,-1254243000
TEAM,2025-06-30,2025,USD,-256687000,92375000,1362222000,1460393000,-44850000,1415543000,,,-342322000,-782582000,-779439000.0,,335489000
TEAM,2024-06-30,2024,USD,-300519000,78738000,1081433000,1448159000,-33647000,1414512000,5.458633211516866,,-963746000,-408217000,-395256000.0,-12961000.0,76196000
TEAM,2023-06-30,2023,USD,-486761000,60923000,948087000,868111000,-25972000,842139000,3.2856652373910973,,-1258000,-148421000,-150006000.0,,718432000
TEAM,2022-06-30,2022,USD,-519510000,51739000,524803000,821044000,-74601000,746443000,2.946733672309247,,36516000,-399280000,,-2097372000.0,458280000
