ticker,date,fiscal_year,currency,total_assets,current_assets,cash_and_equiv,total_debt,lt_debt,st_debt,current_liabilities,total_liabilities,total_equity,inventory,net_fixed_assets,long_term_invest
WIX,2025-12-31,2025,USD,2610974000,1324014000,1180495000,1586609000,1543347000,43262000,1112661000,2976976000,-366002000,,512684000,479049000
WIX,2024-12-31,2024,USD,1913042000,1280400000,1106376000,969946000,369159000,600787000,1515412000,1991828000,-78786000,,528016000,6135000
WIX,2023-12-31,2023,USD,1804136000,1070205000,962894000,996321000,971340000,24981000,789031000,1858621000,-54485000,,557490000,64806000
WIX,2022-12-31,2022,USD,1758367000,1147737000,1063463000,1130437000,739548000,390889000,1190472000,2021609000,-263242000,,309346000,194964000
WIX,2021-12-31,2021,USD,2059787000,1389813000,1319557000,1033939000,1004738000,29201000,774298000,1914072000,145715000,,151532000,387341000
