ticker,date,fiscal_year,currency,net_income,depr_amort,stock_based_comp,operating_cash_flow,capex,free_cash_flow,fcf_per_share,dividends_paid,investing_cf,financing_cf,stock_buyback,debt_change,net_change_cash
COIN,2025-12-31,2025,USD,1260327000,188428000,839440000,2426383000,,2426383000,9.329084771308173,,-2049550000,740282000,-790195000.0,3002899000,1117115000
COIN,2024-12-31,2024,USD,2579066000,127518000,912838000,3103935000,,3103935000,12.547539353367775,,-201003000,2903078000,,1320184000,5806010000
COIN,2023-12-31,2023,USD,94871000,139642000,780668000,673376000,,673376000,2.8557566710207127,,-206176000,-838205000,,-324015000,-371005000
COIN,2022-12-31,2022,USD,-2624949000,154069000,1565823000,-1585419000,-2933000.0,-1588352000,-7.144633266460952,,-663822000,-5838518000,,-117000,-8087759000
COIN,2021-12-31,2021,USD,3624120000,63651000,820685000,4038172000,-63710000.0,3974462000,22.414191372610944,,-1124740000,9976084000,,3399764000,12889516000
