ticker,date,fiscal_year,currency,total_assets,current_assets,cash_and_equiv,total_debt,lt_debt,st_debt,current_liabilities,total_liabilities,total_equity,inventory,net_fixed_assets,long_term_invest
OSCR,2025-12-31,2025,USD,6325411000,,3990612000,430095000,430095000.0,,,5344676000,980735000,,,1216461000
OSCR,2024-12-31,2024,USD,4840496000,,2151647000,299555000,299555000.0,,,3824071000,1016425000,,,624461000
OSCR,2023-12-31,2023,USD,3601480000,,2560148000,298777000,298777000.0,,,2795363000,806117000,,,689833000
OSCR,2022-12-31,2022,USD,4526601000,,2955882000,297999000,297999000.0,,,3634201000,892400000,,,1397287000
OSCR,2021-12-31,2021,USD,3321650000,,1691081000,0,,,,1929128000,1392522000,,,587086000
