ticker,date,fiscal_year,currency,total_assets,current_assets,cash_and_equiv,total_debt,lt_debt,st_debt,current_liabilities,total_liabilities,total_equity,inventory,net_fixed_assets,long_term_invest
ADBE,2025-11-30,2025,USD,29496000000,10163000000,6595000000,6648000000,6571000000,77000000,10200000000,17873000000,11623000000,,2185000000,
ADBE,2024-11-30,2024,USD,30230000000,11232000000,7886000000,6056000000,4482000000,1574000000,10521000000,16125000000,14105000000,,2217000000,
ADBE,2023-11-30,2023,USD,29779000000,11084000000,7842000000,4080000000,4007000000,73000000,8251000000,13261000000,16518000000,,2388000000,
ADBE,2022-11-30,2022,USD,27165000000,8996000000,6096000000,4633000000,4046000000,587000000,8128000000,13114000000,14051000000,,2315000000,
ADBE,2021-11-30,2021,USD,27241000000,8669000000,5798000000,4673000000,4576000000,97000000,6932000000,12444000000,14797000000,,2116000000,
