ticker,date,fiscal_year,currency,net_income,depr_amort,stock_based_comp,operating_cash_flow,capex,free_cash_flow,fcf_per_share,dividends_paid,investing_cf,financing_cf,stock_buyback,debt_change,net_change_cash
TEP.PA,2025-12-31,2025,EUR,497000000,,75000000,1614000000,-253000000,1361000000,23.222575469275185,-248000000,-737000000,-831000000,-114000000.0,,46000000
TEP.PA,2024-12-31,2024,EUR,523000000,,91000000,1813000000,-219000000,1594000000,26.697138251013193,-231000000,-221000000,-1403000000,-184000000.0,,189000000
TEP.PA,2023-12-31,2023,EUR,592000000,,105000000,1375000000,-233000000,1142000000,19.486901022872896,-227000000,-2587000000,1319000000,-366000000.0,,107000000
TEP.PA,2022-12-31,2022,EUR,643000000,,110000000,1294000000,-298000000,996000000,16.911702692810007,-194000000,-602000000,-715000000,-146000000.0,-1709000000.0,-23000000
TEP.PA,2021-12-31,2021,EUR,557000000,,80000000,1141000000,-232000000,909000000,15.478258257650781,-141000000,-1158000000,-173000000,,213000000.0,-190000000
