ticker,date,fiscal_year,currency,total_assets,current_assets,cash_and_equiv,total_debt,lt_debt,st_debt,current_liabilities,total_liabilities,total_equity,inventory,net_fixed_assets,long_term_invest
BKNG,2025-12-31,2025,USD,29264000000,22264000000,17203000000,19293000000,17413000000,1880000000,16698000000,34842000000,-5578000000,,1439000000,582000000
BKNG,2024-12-31,2024,USD,27708000000,20491000000,16164000000,17081000000,15336000000,1745000000,15647000000,31728000000,-4020000000,,1391000000,536000000
BKNG,2023-12-31,2023,USD,24342000000,17034000000,12683000000,14783000000,12822000000,1961000000,13330000000,27086000000,-2744000000,,1489000000,440000000
BKNG,2022-12-31,2022,USD,25361000000,15798000000,12396000000,13037000000,12537000000,500000000,8474000000,22579000000,2782000000,,1314000000,2789000000
BKNG,2021-12-31,2021,USD,23641000000,13145000000,11152000000,11277000000,9288000000,1989000000,6246000000,17463000000,6178000000,,1318000000,3175000000
