ticker,date,fiscal_year,currency,net_income,depr_amort,stock_based_comp,operating_cash_flow,capex,free_cash_flow,fcf_per_share,dividends_paid,investing_cf,financing_cf,stock_buyback,debt_change,net_change_cash
BIDU,2025-12-31,2025,CNY,5457000000,21351000000,3605000000,-3013000000,-13417000000,-16430000000,-48.21716801173881,,-25136000000,17142000000,-5536000000,20293000000,-11007000000
BIDU,2024-12-31,2024,CNY,24175000000,20521000000,4784000000,21234000000,-8259000000,12975000000,37.204301075268816,,-8555000000,-13759000000,-6324000000,-7537000000,-1080000000
BIDU,2023-12-31,2023,CNY,21549000000,21457000000,6345000000,36615000000,-11295000000,25320000000,72.16245101531885,,-50397000000,-14162000000,-4764000000,-13093000000,-27944000000
BIDU,2022-12-31,2022,CNY,7534000000,20084000000,6788000000,26170000000,-8393000000,17777000000,51.12005751258088,,-3944000000,-6390000000,-1925000000,-6813000000,15836000000
BIDU,2021-12-31,2021,CNY,7591000000,22559000000,7056000000,20122000000,-11240000000,8882000000,25.763596809282088,,-31444000000,23396000000,-7581000000,8840000000,12074000000
