Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,EMA_100,EMA_200,RSI_14,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Subiendo,ATR_14,VWAP,ADX_14,Plus_DI,Ichimoku_Tenkan,Ichimoku_Kijun,Ichimoku_Senkou_A,Ichimoku_Senkou_B,Ichimoku_Chikou,Pivot_PP,Pivot_R1,Pivot_R2,Pivot_R3,Pivot_S1,Pivot_S2,Pivot_S3,fib_236,fib_382,fib_500,fib_618,fib_786,BB_PctB,BB_Width,Vol_SMA_10,Vol_SMA_20,VolRel10,VolRel20,Stoch_K,Stoch_D,Cuerpo,Mecha_Sup,Mecha_Inf,Position_52w_Pct,RS_vs_SPY,Distance_to_EMA_20_pct,Distance_to_SMA_200_pct,Distance_to_BUY_ZONE_pct,Swing_High_20,Distancia_EMA_20,TP_Dinamico,Vol_Dryup,Vol_Climax,BB_Squeeze,BB_Breakout,MACD_Cross_Up,Golden_Cross,SMA20_Cross_Up,Oversold,Overbought,Trend_Up,Breakout_Vol,TP_Agotamiento,Vol_Climax_Up,MACD_Divergence,Trend_Weakness,Overextended,Exhaustion_Gap,Stoch_Extreme,Stop_Loss_Triggered,BUY_ZONE,ACC,REB,Current_PE,PE_5y_mean,PE_5y_max,PE_5y_min,PE_5y_pct,ROIC,ROE,Net_Margin
2026-07-22,45.2,47.51,44.081,44.5,10510906,,,,46.9866,49.6125,50.8901,51.6309,29.6883,-2.4362,-1.9342,-0.502,True,3.3697,46.93009505424644,,12.718493112935976,45.09,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,,,8483735.1,,1.2389,,29.5657,,0.7,2.31,0.419,,,-5.2922,,,,-2.4866,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,
2026-07-23,43.08,44.59,42.24,44.0,8351964,,,,46.7022,49.3924,50.7537,51.555,29.0791,-2.3663,-2.0207,-0.3456,True,3.134,46.731090046691286,,11.39590750169799,43.825,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,,,8591209.2,,0.9722,,32.9889,29.9731,0.92,0.59,0.84,,,-5.786,,,,-2.7022,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,
2026-07-24,43.59,43.61,40.15,40.25,10162572,,,,46.0877,49.0339,50.5457,51.4425,25.0323,-2.5837,-2.1333,-0.4504,False,3.2068,46.364398723570154,,11.136998445275015,43.525000000000006,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,,,8945526.4,,1.1361,,6.0739,22.8762,3.34,0.02,0.1,,,-12.6665,,,,-5.8377,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,
2026-07-27,40.8,42.635,40.1,41.81,7959968,,,,45.6803,48.7506,50.3727,51.3467,35.3817,-2.6001,-2.2266,-0.3735,True,3.0386,46.119253992001546,,11.753533112053482,43.525000000000006,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,,,8732076.2,,0.9116,,20.5036,19.8555,1.01,0.825,0.7,,,-8.4725,,,,-3.8703,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,
2026-07-28,40.39,40.6537,37.8,39.58,8657375,,,,45.0993,48.3909,50.159,51.2296,32.8431,-2.7612,-2.3336,-0.4277,False,3.1265,45.766189245662815,,11.423244932648545,42.655,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,,,8942652.8,,0.9681,,13.8521,13.4765,0.81,0.2637,1.78,,,-12.2381,,,,-5.5193,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,
2026-07-30,38.15,41.57,37.6,41.09,10022738,45.3685,,,44.7175,48.1046,49.9794,51.1287,31.3752,-2.7356,-2.414,-0.3216,True,3.1993,45.44301688362318,,11.163106379938556,42.555,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.2396,0.3622,9257344.2,8807121.75,1.0827,1.138,26.7433,20.3663,2.94,0.48,0.55,18.6233,,-8.112,,,56.34,-3.6275,52.7125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
2026-07-31,42.04,42.48,38.83,38.83,8790738,44.6875,,,44.1568,47.7409,49.7586,51.0063,28.9496,-2.8645,-2.5041,-0.3605,False,3.2443,45.18650313790646,,11.008269411982278,42.555,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.1339,0.3581,8990501.1,8760811.75,0.9778,1.0034,11.692,17.4292,3.21,0.44,0.0,6.5635,,-12.0633,,,56.34,-5.3268,51.0132,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,
2026-08-03,38.8,42.05,38.01,41.22,8461031,44.1305,,,43.8771,47.4852,49.5895,50.9089,40.0864,-2.7423,-2.5517,-0.1906,True,3.2629,44.978259441326536,,10.94542174899083,42.555,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.2998,0.3294,8917777.0,8700084.0,0.9488,0.9725,36.4919,24.9757,2.42,0.83,0.79,19.317,,-6.0557,,,53.08,-2.6571,50.4229,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,
2026-08-04,42.11,44.24,41.7,43.33,8719968,43.705,,,43.825,47.3222,49.4656,50.8335,44.1402,-2.447,-2.5308,0.0838,True,3.3374,44.896792804221725,,12.841366321376592,42.555,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.4702,0.2883,9122549.8,8717596.2,0.9559,1.0003,57.7621,35.3153,1.22,0.91,0.41,30.5763,,-1.1294,,,51.384,-0.495,50.889,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
2026-08-05,43.03,44.16,42.42,42.99,5167060,43.4595,,,43.7454,47.1524,49.3374,50.7555,44.5167,-2.2148,-2.4676,0.2528,True,3.2217,44.854246256510244,,13.302589570769776,41.095,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.4608,0.2755,8680432.0,8413374.3,0.5953,0.6141,54.3895,49.5478,0.04,1.13,0.57,28.762,,-1.7269,,,50.65,-0.7554,49.8946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,
2026-08-06,43.34,44.03,41.6002,42.19,10834441,43.205,,,43.5973,46.9577,49.1958,50.6702,51.1433,-2.0715,-2.3884,0.3169,True,3.0588,44.74260574105357,,14.010900480573886,40.92,,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.4114,0.2653,8712785.5,8598260.3,1.2435,1.2601,46.3169,52.8228,1.15,0.69,0.5898,24.4931,,-3.228,,,50.65,-1.4073,49.2427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
2026-08-07,44.29,49.48,43.85,48.42,22059370,43.1625,,,44.0566,47.0151,49.1805,50.6479,63.502,-1.4386,-2.1984,0.7598,True,3.361,44.9729025154523,,14.876588075777091,43.54,46.97,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.9736,0.2572,10083526.1,9337367.65,2.1877,2.3625,91.0774,63.9279,4.13,1.06,0.44,57.7375,,9.9041,,,50.65,4.3634,55.0134,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,
2026-08-10,47.23,47.45,44.13,44.49,14209310,42.9445,,,44.0979,46.9161,49.0876,50.5866,54.8693,-1.2399,-2.0067,0.7668,True,3.5203,44.99433867584182,,12.174385903684376,43.54,46.97,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.6572,0.229,10488199.9,9716863.15,1.3548,1.4623,57.9966,65.1303,2.74,0.22,0.36,36.7663,,0.8892,,,49.48,0.3921,49.8721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,
2026-08-11,45.0,47.41,44.27,47.01,10880408,43.0045,,,44.3752,46.9198,49.0465,50.551,54.7213,-0.869,-1.7792,0.9101,True,3.5531,45.04502199806667,27.907667854075868,10.051503906014421,43.54,45.34,,,,41.75333333333333,42.73666666666666,43.813333333333325,44.79666666666665,40.67666666666666,39.693333333333335,38.61666666666667,46.67632,44.94184,43.54,42.13816,40.14232,0.8935,0.2367,10780243.9,9756160.05,1.0093,1.1152,79.2088,76.0943,2.01,0.4,0.73,50.2134,,5.9375,,,49.48,2.6348,52.1148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,
