date,open,high,low,close,volume,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,EMA_100,EMA_200,RSI_14,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Subiendo,ATR_14,BB_PctB,BB_Width,Vol_SMA_10,Vol_SMA_20,VolRel10,VolRel20,Stoch_K,Stoch_D,Body,Mecha_Sup,Mecha_Inf,Position_52w_Pct,RS_vs_SPY,Dist_EMA_20_pct,Dist_SMA_20_pct,Dist_SMA_50_pct,Dist_SMA_200_pct,Dist_BUY_ZONE,High_52W,Low_52W,Ret_1,Ret_5,Ret_20,Swing_High_20,Dist_EMA_20,TP_Dinamico,VWAP,ADX_14,Plus_DI,Minus_DI,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,Fib_236,Fib_382,Fib_500,Fib_618,Fib_786,Pivot_PP,Pivot_R1,Pivot_R2,Pivot_R3,Pivot_S1,Pivot_S2,Pivot_S3,Vol_Dryup,Vol_Climax,BB_Squeeze,BB_Breakout,MACD_Cross_Up,Golden_Cross,SMA20_Cross_Up,Oversold,Overbought,Trend_Up,Breakout_Vol,TP_Agotamiento,Vol_Climax_Up,MACD_Divergence,Trend_Weakness,Overextended,Exhaustion_Gap,Stoch_Extreme,Stop_Loss_Triggered,BUY_ZONE,ACC,REB,ROIC,ROE,Net_Margin,Gross_Margin,Operating_Margin,EBITDA_Margin,Current_PE,Current_PB,Current_EV_EBITDA,Current_EV_Sales,Current_FCF_Yield,Market_Cap,PE_5y_mean,PE_5y_max,PE_5y_min,PE_5y_pct,PE_5y_signal,Currency,FX_Rate,Asset_Type,Risk_Score
2021-08-23,355.6,391.0,355.6,390.0,312972,,,,390.0,390.0,390.0,390.0,,0.0,0.0,0.0,0,,0.5,0.05,,,,,,,34.39999999999998,1.0,0.0,,0,0.0,,,,0,,,,,,,0.0,,0,25,20,20,,,,,390.0,,,,,,378.8666666666666,402.1333333333332,414.2666666666666,437.5333333333332,366.7333333333332,343.46666666666664,331.33333333333326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-08-24,395.14,396.88,352.0103,360.41,415357,,,,387.1819047619047,388.8396078431372,389.41405940594063,389.7055721393035,,-2.3604558404558134,-0.4720911680911627,-1.8883646723646508,0,,0.5,0.05,,,,,,,34.72999999999996,1.740000000000009,8.399700000000053,,0,-7.428180339586773,,,,0,,,-7.587179487179485,,,,-6.914554743555984,,0,25,20,20,,,,,360.41,,,,,,369.7667666666667,387.5232333333334,414.6364666666667,432.3929333333334,342.65353333333337,324.89706666666666,297.78383333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-08-25,367.42,377.4399,350.62,351.45,140450,,,,383.7788662131519,387.3733487120338,388.66229585334776,389.324919680206,,-4.897673882517154,-1.357207710976361,-3.540466171540793,0,,0.5,0.05,,,,,,,15.970000000000027,10.019900000000009,0.8299999999999841,,0,-9.198709976711314,,,,0,,,-2.486057545573106,,,,-8.423826598934285,,0,25,20,20,,,,,351.45,,,,,,359.83663333333334,369.0532666666667,386.65653333333336,395.8731666666667,342.23336666666665,333.0167333333333,315.41346666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-08-26,349.46,364.9402,341.4364,359.64,172886,,,,381.4799265738041,386.28576640960114,388.0875969255586,389.0295473450796,,-6.176375495157629,-2.321041267812615,-3.855334227345014,0,,0.5,0.05,,,,,,,10.180000000000009,5.300200000000018,8.023599999999988,,0,-6.072718989490636,,,,0,,,2.3303457106274017,,,,-5.725052631197568,,0,25,20,20,,,,,359.64,,,,,,355.33886666666666,369.2413333333333,378.8426666666667,392.7451333333333,345.7375333333333,331.83506666666665,322.2337333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-08-27,362.94,364.4082,351.8736,357.19,122300,,,,379.1666002334418,385.1447559621658,387.47576332307233,388.7127359287106,,-7.303262792865553,-3.3174855728232027,-3.9857772200423502,0,,0.5,0.05,,,,,,,5.75,1.4682000000000244,5.316399999999987,,0,-6.1526359174226,,,,0,,,-0.6812367923479057,,,,-5.796027450706744,,0,25,20,20,,,,,357.19,,,,,,357.82393333333334,363.7742666666667,370.35853333333336,376.3088666666667,351.23966666666666,345.28933333333333,338.70506666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-08-30,378.59,408.2328,371.01,382.98,339934,,,,379.5297811635902,385.0598635714926,387.3867383067739,388.6556937801662,,-6.0456016979887295,-3.863108797856308,-2.1824929001324214,1,,0.5,0.05,,,,,,,4.390000000000043,25.25279999999998,7.579999999999984,,0,0.9008874709932156,,,,0,,,7.220246927405594,-1.7999999999999905,,,0.9090772338950276,,0,25,20,20,,,,,382.98,,,,,,387.4076,403.8052,424.6304,441.028,366.5824,350.1848,329.3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-08-31,394.28,397.6611,366.51,379.36,229656,,,,379.51361152896254,384.8363395098655,387.2277929937685,388.5631993146919,,-5.280133869261988,-4.146513812137444,-1.1336200571245438,1,,0.5,0.05,,,,,,,14.91999999999996,3.3811000000000035,12.850000000000025,,0,-0.0404922841002026,,,,0,,,-0.9452190714919873,5.257900724175246,,,-0.0404758944860152,,0,25,20,20,,,,,379.36,,,,,,381.1770333333334,395.8440666666668,412.32813333333337,426.9951666666668,364.6929666666668,350.0259333333334,333.5418666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-09-01,379.48,414.9699,377.445,406.49,255388,,,,382.0827913833471,385.6855026663413,387.6092228354761,388.7415754409138,,-2.4560193724617534,-3.808414924202306,1.3523955517405528,1,,0.5,0.05,,,,,,,27.00999999999999,8.479899999999986,2.035000000000025,,0,6.004381071281692,,,,0,,,7.151518346689167,15.660833689002708,,,6.38793716102356,,0,25,20,20,,,,,406.49,,,,,,399.6349666666667,421.8249333333334,437.1598666666667,459.3498333333334,384.3000333333334,362.1100666666667,346.7751333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-09-02,409.0,425.8436,395.01,396.1,205921,,,,383.41776363255207,386.0939143264849,387.7773570367538,388.8147935957306,,-1.0442371385303204,-3.255579367067909,2.211342228537589,1,,0.5,0.05,,,,,,,12.899999999999975,16.84359999999998,1.0900000000000318,,0,3.201776411877797,,,,0,,,-2.556028438583968,10.137915693471268,,,3.3076809606562625,,0,25,20,20,383.64,,,,396.1,,,,,,405.6512,416.29239999999993,436.4848,447.1259999999999,385.4588,374.8176,354.62519999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-09-03,403.3416,409.27,379.12,379.81,189055,,,,383.0741670961185,385.8474863136816,387.61958759048144,388.7251936594548,,-1.225726987860071,-2.849608891226341,1.6238819033662706,0,,0.5,0.05,238391.9,,0.7930428844268619,,,,23.531600000000022,5.928399999999954,0.6899999999999977,,0,-0.859421051609624,,,,0,,,-4.112597828831111,6.332764075142072,,,-0.852097942511349,,0,25,20,20,383.64,,,,379.81,,,,,,389.4,399.68000000000006,419.55,429.83,369.5300000000001,359.25000000000006,339.3800000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-09-07,383.0,394.12,374.525,380.61,323248,,,,382.8394845155358,385.6420946935372,387.4807838758184,388.6444454638384,,-1.2901338272168346,-2.5377138784244404,1.2475800512076058,0,,0.5,0.05,239419.5,,1.3501322991652729,,,,2.3899999999999864,11.120000000000005,6.085000000000036,,0,-0.5857661426488462,,,,0,,,0.2106316316052847,-0.6188312705624366,,,-0.5823549047865516,,0,25,20,20,383.64,,,,380.61,,,,,,383.085,391.6450000000001,402.68000000000006,411.2400000000001,372.05000000000007,363.49,352.45500000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
2021-09-08,383.65,400.0,374.45,389.18,264395,,,,383.4433431331038,385.7808360781044,387.5144317198616,388.6497743646957,,-0.6422459226990895,-2.1586202872793705,1.516374364580281,1,,0.5,0.05,224323.3,,1.1786336952068734,,,,5.53000000000003,10.819999999999991,9.199999999999989,,0,1.4740369152824466,,,,0,,,2.2516486692414794,2.588570223534381,,,1.4960898316873046,,0,25,20,20,383.64,,,,389.18,,,,,,387.8766666666667,401.3033333333335,413.42666666666673,426.8533333333335,375.75333333333344,362.3266666666667,350.20333333333343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,231.09,484.84,28.54,33.33,fair,USD,1.0,stock,25.0
