Ticker,Date,Close,Volume,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Hist,Stoch_K,Stoch_D,BB_Upper,BB_Lower,BB_Mid,BB_Width,ATR_14,Vol_SMA_20,Vol_Ratio,Ret_1D,Ret_5D,Ret_20D,High_20D,Low_20D,High_52W,Low_52W,Dist_SMA_20_Pct,Dist_SMA_50_Pct,Dist_SMA_200_Pct
,2026-08-18,140.13,6222145,139.09,138.71,140.01,149.01,139.24,139.33,140.95,40.2,-0.0884,-0.3709,0.2825,58.72,40.91,142.69,134.73,138.71,7.96,2.36,7036330.0,0.88,1.37,1.24,3.45,145.43,133.73,,,1.02,0.08,-5.96
,2026-08-18,60.43,9906466,59.72,58.32,50.45,51.6,59.33,56.59,53.21,61.02,2.7345,2.9429,-0.2083,67.25,75.43,61.91,54.73,58.32,7.17,1.47,11320185.0,0.88,-0.07,2.42,6.35,62.31,54.94,,,3.62,19.79,17.1
,2026-08-18,17.71,13704548,17.92,16.61,17.78,20.55,17.66,17.28,17.62,70.37,0.3843,0.0353,0.3489,71.83,83.57,19.78,13.44,16.61,6.34,1.1,20254000.0,0.68,-5.14,-2.1,24.28,19.36,13.49,,,6.63,-0.37,-13.84
,2026-08-18,79.16,15336510,79.61,73.71,85.19,78.58,78.2,78.61,83.12,76.43,-0.4095,-2.3342,1.9247,71.75,76.67,87.21,60.21,73.71,27.0,5.85,18951203.0,0.81,-3.56,-1.06,20.41,86.83,59.68,,,7.39,-7.08,0.73
,2026-08-18,106.01,5350089,106.67,105.39,103.78,96.07,106.49,105.55,104.27,58.58,0.9476,0.8284,0.1192,48.34,62.07,108.92,101.86,105.39,7.06,2.96,7289844.0,0.73,-1.77,-0.61,1.14,110.51,101.8,,,0.59,2.15,10.34
,2026-08-18,9.12,5687945,10.14,10.66,10.81,13.68,10.1,10.52,10.88,17.31,-0.4217,-0.2186,-0.2032,1.62,4.42,12.13,9.18,10.66,2.95,0.42,4171104.0,1.36,-1.62,-8.43,-17.99,11.55,9.08,,,-14.42,-15.66,-33.35
,2026-08-18,163.0,4881676,148.33,121.77,101.25,108.11,143.9,124.5,110.08,85.68,19.3958,14.8836,4.5123,93.3,91.09,184.15,59.38,121.77,124.77,9.64,5432190.0,0.9,2.94,5.79,69.03,167.87,80.0,,,33.86,60.99,50.77
,2026-08-18,336.87,27933177,331.93,329.55,370.27,405.67,334.76,344.82,361.45,72.14,-10.0663,-14.5877,4.5214,71.18,76.58,368.25,290.85,329.55,77.4,10.64,38719548.0,0.72,-0.72,1.22,-8.85,384.07,300.69,,,2.22,-9.02,-16.96
,2026-08-18,516.74,772957,530.17,515.89,486.64,555.11,519.2,509.96,503.77,54.3,9.2376,13.2362,-3.9986,32.1,26.74,569.09,462.7,515.89,106.4,17.48,579385.0,1.33,4.75,-4.55,5.87,566.73,471.76,,,0.16,6.18,-6.91
,2026-08-18,190.635,3783169,184.82,167.35,146.52,162.54,181.76,167.32,154.91,68.07,14.4327,12.4131,2.0196,52.72,57.71,211.9,122.8,167.35,89.09,12.11,5134246.0,0.74,-0.29,5.17,29.49,227.49,127.11,,,13.91,30.11,17.29
,2026-08-18,77.16,2986351,68.86,61.94,53.25,78.9,68.56,62.39,59.56,68.07,6.1767,4.5673,1.6094,87.95,80.52,80.7,43.18,61.94,37.52,5.46,1865051.0,1.6,4.67,15.66,44.6,80.66,47.59,,,24.57,44.89,-2.21
,2026-08-18,15.84,8140478,16.02,16.49,16.21,18.08,16.07,16.3,16.55,33.22,-0.2275,-0.1103,-0.1172,21.71,19.11,17.69,15.28,16.49,2.4,0.54,3930527.0,2.07,0.89,2.13,-5.71,17.44,15.4,,,-3.92,-2.25,-12.4
,2026-08-18,2.78,12823114,2.88,2.99,3.06,2.88,2.89,2.97,3.02,5.13,-0.0808,-0.0554,-0.0254,5.0,6.54,3.25,2.73,2.99,0.52,0.07,28852730.0,0.44,0.0,-2.11,-9.74,3.17,2.76,,,-6.96,-9.29,-3.51
,2026-08-18,128.15,12789295,126.8,122.69,114.0,138.76,124.92,121.53,120.16,67.22,3.3938,3.587,-0.1931,77.48,64.52,134.89,110.48,122.69,24.41,3.97,9228341.0,1.39,2.76,0.23,6.49,132.57,111.66,,,4.45,12.41,-7.65
,2026-08-18,66.05,9413834,64.38,63.84,59.8,56.72,64.3,62.86,61.14,61.07,1.4392,1.5573,-0.1181,65.08,44.44,66.96,60.72,63.84,6.25,1.89,12039117.0,0.78,2.2,3.84,9.79,68.1,59.8,,,3.46,10.44,16.44
,2026-08-18,42.13,3935396,44.02,43.21,43.62,44.59,43.58,43.54,43.68,48.48,0.0371,0.1144,-0.0773,13.21,33.07,45.71,40.71,43.21,5.01,1.08,4584543.0,0.86,-1.45,-5.96,-0.61,45.62,40.93,,,-2.5,-3.42,-5.52
,2026-08-18,50.47,11719934,50.48,48.03,46.35,70.44,49.96,48.4,48.8,72.16,1.5582,1.1892,0.369,70.57,79.6,54.13,41.94,48.03,12.19,1.66,18552358.0,0.63,-1.87,-1.41,15.31,52.99,42.5,,,5.07,8.88,-28.35
,2026-08-18,33.36,13297798,33.1,33.7,33.27,34.49,33.45,33.61,33.5,49.52,-0.1588,-0.0291,-0.1297,23.14,25.55,37.49,29.91,33.7,7.58,1.59,18916688.0,0.7,-1.18,4.25,0.69,39.09,31.47,,,-1.02,0.28,-3.27
,2026-08-18,65.22,3409886,65.86,64.91,65.03,48.29,65.47,65.11,63.35,52.66,0.3516,0.3438,0.0078,63.05,73.8,68.47,61.34,64.91,7.13,2.72,4843585.0,0.7,1.26,0.52,-0.94,68.38,56.67,,,0.48,0.29,35.05
,2026-08-18,71.73,8955409,69.6,66.91,69.7,86.18,69.72,68.92,73.11,62.94,0.7936,-0.7812,1.5748,76.95,81.99,75.98,57.84,66.91,18.14,4.67,11381982.0,0.79,-3.83,0.8,9.6,75.89,57.84,,,7.2,2.91,-16.77
,2026-08-18,196.14,14144314,194.55,184.8,172.7,201.93,191.73,184.58,180.01,62.66,7.1437,6.6786,0.4651,71.02,67.3,210.79,158.8,184.8,51.99,7.69,12366862.0,1.14,2.71,-0.67,12.86,204.4,155.15,,,6.14,13.57,-2.87
,2026-08-18,94.91,6854112,95.6,101.26,102.05,85.38,97.31,99.79,99.24,21.63,-2.4831,-1.5873,-0.8958,14.89,15.32,113.43,89.09,101.26,24.33,3.24,8373601.0,0.82,0.96,1.51,-11.8,110.68,93.01,,,-6.27,-6.99,11.16
,2026-08-18,3.0,162019,3.01,2.94,2.86,4.87,3.0,2.96,3.06,55.68,0.0401,0.0293,0.0107,50.0,58.37,3.22,2.66,2.94,0.56,0.15,223220.0,0.73,1.69,-0.66,7.91,3.18,2.66,,,2.15,4.87,-38.34
,2026-08-18,588.72,1218381,610.45,610.82,601.95,556.0,607.25,606.52,600.72,31.63,0.732,3.5752,-2.8432,1.81,18.31,637.29,584.34,610.82,52.95,17.29,1013013.0,1.2,-1.87,-4.73,0.46,643.99,580.02,,,-3.62,-2.2,5.89
