Ticker,Asset_Type,Snapshot_Date,Price,Price_Date,Volume,RSI_14,MACD,MACD_Signal,MACD_Hist,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,EMA_100,EMA_200,ATR_14,BB_PctB,BB_Width,VolRel10,VolRel20,Stoch_K,Stoch_D,Position_52w_Pct,RS_vs_SPY,Distance_to_EMA_20_pct,Distance_to_SMA_200_pct,TP_Dinamico,Vol_Dryup,Vol_Climax,BB_Squeeze,BB_Breakout,MACD_Cross_Up,Golden_Cross,SMA20_Cross_Up,Oversold,Overbought,Trend_Up,Breakout_Vol,TP_Agotamiento,Vol_Climax_Up,MACD_Divergence,Trend_Weakness,Overextended,Stoch_Extreme,Stop_Loss_Triggered,BUY_ZONE,ACC,REB,Currency,FX_Rate,Revenue,Net_Income,EPS_Raw,EPS_Local,EBITDA,Total_Assets,Total_Equity,Total_Debt,Cash,Operating_Income,Pretax_Income,Tax_Expense,Avg_Shares,Gross_Margin,Oper_Margin,Profit_Margin,EBITDA_Margin,Fiscal_Year,Period_End,Income_Currency,FX_Applied,Calc_roe,Calc_roa,Calc_roic,Calc_pe_ttm,Calc_pe_forward_est,Calc_pb,Calc_ev_ebitda,Calc_ev_sales,Calc_debt_equity,Calc_current_ratio,Calc_working_capital,Anomalies
CNC,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,202938000000.0,-5100000000.0,-10.362894336068663,-10.362894336068663,-4394000000.0,76747000000.0,20056000000.0,18162000000.0,20320000000.0,1616000000.0,-4632000000.0,474000000.0,492140500.0,7.823571731267678,0.796302318934847,-2.5130828134701235,-2.1651933102721026,2026.0,2026-06-30,USD,False,-0.2542879936178699,-0.0664521088772199,0.0995288789612061,,,1.6,,0.15,0.90556441962505,1.1001199040767389,3674000000.0,eps_negative (loss)
COIN,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,6282872000.0,-987766000.0,-3.729934814521116,-3.729934814521116,872979000.0,29671832000.0,14793058000.0,7831459000.0,11914066000.0,733695000.0,-1244280000.0,-256514000.0,264821250.0,72.74477340935802,11.677700898569954,-15.721568098156386,13.894585151503962,2026.0,2026-06-30,USD,False,-0.0667722657478933,-0.0332896870001151,0.0543805697531433,,,2.62,39.68,5.51,0.5294009527982653,2.3431541467107952,11687163000.0,eps_negative (loss)
COST,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRCL,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,2905439000.0,451275000.0,1.882681540939015,1.882681540939015,320769000.0,78713207000.0,3330773000.0,36821000.0,1526588000.0,215442000.0,402264000.0,-48987000.0,239698000.0,21.997846108625925,7.415127283691037,15.53207621980706,11.040293738743095,2026.0,2026-06-30,USD,False,0.1354865672322911,0.0057331547931975,0.1312750455704936,38.09991145088915,5.876597000466971,5.16,48.96,5.4,0.0110547911851092,1.0328305415242154,2473072000.0,
CRM,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,42829000000.0,8023000000.0,8.657135149716751,8.657135149716751,12509000000.0,112305000000.0,59142000000.0,17176000000.0,9565000000.0,9366000000.0,10267000000.0,2244000000.0,926750000.0,71.64304559994396,21.868360223213244,18.73263442994233,29.206845828760887,2027.0,2026-04-30,USD,False,0.1356565554090155,0.071439383820845,0.1096419106770708,22.656455814533217,16.85870456515705,3.07,15.14,4.42,0.2904196679178925,0.760331914435045,-8896000000.0,
CROX,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,4054866000.0,593424000.0,11.613335029403997,11.613335029403997,922136000.0,4174750000.0,1293283000.0,1613849000.0,130354000.0,840579000.0,759413000.0,165989000.0,51098500.0,57.46976595527448,20.730130169529644,14.634860930052929,22.74146667238819,2026.0,2026-06-30,USD,False,0.458850847030387,0.1421459967662734,0.2365508186499866,11.078643617379814,15.262939819489231,5.08,8.74,1.99,1.2478699557637425,1.2653139635695707,185754000.0,
CVS,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,415086000000.0,4890000000.0,3.842074248674131,3.842074248674131,12810000000.0,253538000000.0,75382000000.0,79950000000.0,10598000000.0,14013000000.0,5787000000.0,902000000.0,1272750000.0,14.152729795753167,3.3759269163498646,1.178069123025108,3.0861074572498226,2026.0,2026-06-30,USD,False,0.0648695975166485,0.0192870496730273,0.081728145208346,24.702802147239264,23.563094589531232,1.6,14.84,0.46,1.0605980207476586,0.8423984124836513,-13978000000.0,
CVX,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVA,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,980255854.0,-540318865.0,-10.085653891223188,-10.085653891223188,-486125125.0,1284764402.0,800344610.0,313103410.0,81643693.0,-3912648.0,-507818614.0,32500251.0,53573013.0,21.320229379192533,-0.3991455509042387,-55.120187464603056,-49.59165736522223,2026.0,2026-03-31,USD,True,-0.6751077696843371,-0.4205587137793517,-0.0040347339934958,,,0.2,,0.4,0.3912107441773496,2.3155741408631214,219854192.98149267,"roe=-0.68 out_of_range (buyback_distortion?),eps_negative (loss)"
DE,stock,2026-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,USD,1.0,46313000000.0,4783000000.0,17.691880895135935,17.691880895135935,10379000000.0,105996000000.0,26007000000.0,64250000000.0,9687000000.0,8070000000.0,6154000000.0,1407000000.0,270350000.0,34.63822252931143,17.42491309135664,10.327553818582254,22.410554272018658,2026.0,2026-04-30,USD,False,0.1839120236859307,0.0451243443148798,0.0772612821330825,33.27628099519131,48.38492170796238,6.12,20.59,4.61,2.470488714576845,2.307872438761362,42447000000.0,
